Feature	MeanAbsSHAPValue
EC:1.11.1.6	0.13613695344484578
EC:2.3.1.286	0.12837745522467145
RHEA:11828	0.10638244973994478
RHEA:64224	0.08679727773772128
EC:3.1.4.58	0.08005585118691971
RHEA:32159	0.07491323887400751
RHEA:54288	0.07032036248379099
EC:1.8.4.12	0.06577779881176146
EC:2.4.1.25	0.06262875599256014
RHEA:20309	0.06045933750612539
EC:2.7.7.49	0.0581496886744279
EC:3.1.12.1	0.05573465486023993
EC:5.1.99.6	0.052830200368602157
RHEA:16497	0.052026611429605324
EC:4.1.1.50	0.04974295791885006
EC:2.7.1.-	0.04800864145713769
EC:2.1.1.181	0.047544357240009306
EC:2.5.1.16	0.039840161218252665
RHEA:23820	0.036049232434897535
RHEA:19989	0.0353304715085529
EC:2.1.1.63	0.0336539926242434
RHEA:12721	0.031345475784202936
EC:4.2.1.46	0.030374509916896587
RHEA:24164	0.03010291710580105
RHEA:11920	0.030086186789284448
RHEA:12104	0.028466215688146262
EC:7.1.1.9	0.028340426750477106
RHEA:53744	0.027669860277047705
RHEA:20077	0.027125067418923815
RHEA:14217	0.026287564555651885
EC:2.7.4.1	0.025836286635636776
EC:3.5.2.9	0.023750027752945983
RHEA:32155	0.02359333901850882
RHEA:19129	0.023226334583804496
EC:4.2.-.-	0.022672625646587764
EC:6.3.1.20	0.02255361744110465
EC:1.13.11.63	0.02212827839331683
EC:2.3.1.30	0.022106328664943904
EC:2.7.1.35	0.022079291513926805
EC:2.4.2.28	0.02182514411543385
RHEA:43636	0.02170485467848114
RHEA:76159	0.021636882409425264
RHEA:15413	0.020853650564385918
EC:1.9.3.1	0.02057240379289568
RHEA:54292	0.02049986381728649
RHEA:19573	0.0201104705023439
EC:1.5.1.3	0.020094298539062843
RHEA:17017	0.01921890723978588
RHEA:15149	0.019159492152831702
RHEA:68076	0.01872861806638939
RHEA:15981	0.01871677665377524
RHEA:18365	0.018330787993596182
RHEA:27754	0.018328660867255573
EC:2.8.1.4	0.01816495200181771
RHEA:12440	0.018053493803900526
RHEA:32887	0.017899544836280677
EC:3.5.1.28	0.017877385998783427
EC:2.1.1.14	0.01784001425913745
RHEA:22432	0.01732669524048159
EC:2.1.1.45	0.017259458116017937
RHEA:76255	0.01704460740649004
EC:6.5.1.1	0.016731813017333702
RHEA:32215	0.016332059763952262
RHEA:10336	0.01614521955831954
RHEA:16601	0.01586810877071464
RHEA:20844	0.015251392083441567
EC:3.6.1.55	0.015248047165591028
RHEA:21796	0.01503235610059863
RHEA:43152	0.01480678248272447
EC:1.6.5.2	0.014697667607815514
RHEA:10348	0.014686619609251033
EC:3.1.1.61	0.014676919730178782
EC:5.3.1.23	0.014420959668900635
EC:7.2.2.6	0.014187606997901595
EC:3.1.3.25	0.014020080846770436
RHEA:55204	0.01392286798813625
RHEA:16777	0.013793980214422779
EC:3.6.4.13	0.013453405121969223
EC:3.6.1.11	0.013427089802735943
RHEA:10748	0.01340457401677573
RHEA:71651	0.01320553757251176
RHEA:19993	0.013147884700561318
RHEA:53340	0.013119590110913883
EC:3.4.19.13	0.013029607446221612
EC:2.7.8.-	0.012758946471665792
EC:3.2.1.4	0.012571200066357464
RHEA:30275	0.012193222459640959
RHEA:27978	0.012168227818387322
RHEA:31575	0.012073433524765182
EC:1.14.-.-	0.011838630906138915
RHEA:25143	0.011758262908023828
EC:3.5.4.5	0.011718940277487381
RHEA:21196	0.011675785254764596
RHEA:23176	0.011477064794665263
RHEA:14329	0.011345979063408283
RHEA:21264	0.01128353418470512
EC:4.1.1.5	0.01127060147746303
EC:3.1.3.-	0.011021794519598158
EC:3.1.3.7	0.010859219389791551
RHEA:23236	0.010814643836800258
RHEA:31523	0.010806029963171164
RHEA:24252	0.010759344559220167
EC:3.1.21.7	0.01071144902243949
RHEA:21528	0.01060458365957608
RHEA:18073	0.010603835676629396
EC:2.4.2.12	0.010560768968783751
EC:4.2.1.3	0.010414997463186115
RHEA:16913	0.010360634281988985
EC:2.7.7.85	0.010264503296509202
EC:3.2.1.52	0.010088503415296237
RHEA:20401	0.010088031448684963
EC:2.4.2.1	0.0100810372681722
EC:4.1.2.50	0.010068007731724083
RHEA:24056	0.009990197327706138
RHEA:10684	0.009840313573183138
RHEA:23888	0.009804840998008062
EC:1.14.13.148	0.009796921284380759
RHEA:23856	0.009779790401060395
EC:3.1.21.3	0.009743461050168295
RHEA:37087	0.009698053061863299
RHEA:13285	0.009593901113723238
RHEA:23688	0.009589430688845556
EC:1.2.7.5	0.009566802894528107
RHEA:13277	0.009317754199497616
EC:5.4.99.9	0.009250278513150549
RHEA:30519	0.009158533354617906
RHEA:28386	0.00915327663306105
RHEA:19169	0.00903880000939294
RHEA:16037	0.009037483490768125
RHEA:43436	0.009027414627909748
EC:2.7.2.1	0.008942345826774353
RHEA:14109	0.008894344929106783
EC:4.2.1.108	0.008892541208094754
EC:1.1.1.169	0.008825963044254875
RHEA:19981	0.008809613302497049
RHEA:60876	0.008718696724377471
RHEA:18445	0.00866600592775176
RHEA:14513	0.008622541020989877
EC:3.1.2.2	0.008565429598341385
RHEA:11824	0.008554725089188277
EC:3.1.1.96	0.008273813175328566
RHEA:25593	0.00825214450414275
RHEA:26333	0.008035430283543135
EC:5.6.2.-	0.00803522180035616
RHEA:28406	0.007989250505638297
EC:2.6.1.85	0.00798559740605372
EC:1.7.2.1	0.007965073241982234
RHEA:10736	0.007964706526783326
EC:3.2.2.21	0.007958804255417007
RHEA:32227	0.007940951930337836
EC:3.5.1.25	0.00793217332726402
RHEA:14965	0.007906057771230499
EC:2.8.4.5	0.007854192609830118
EC:5.4.99.62	0.007851147468497327
RHEA:22680	0.007817815736606643
RHEA:20221	0.007782646739243086
EC:1.11.1.26	0.007782009589995391
RHEA:17053	0.007616330010102364
EC:5.1.3.14	0.007597349010284808
RHEA:14961	0.00754503556735002
RHEA:23416	0.007533318712487415
EC:6.3.2.-	0.007524863658602402
RHEA:22608	0.007490254963632513
RHEA:19497	0.007402060919131152
EC:3.6.1.22	0.007396258683894201
EC:6.1.1.18	0.007279914268254364
RHEA:37743	0.007247792989304412
EC:3.5.4.31	0.007126406773776431
RHEA:10300	0.007102559540983378
RHEA:23624	0.00706363976878738
RHEA:18337	0.0070536853967039905
RHEA:16441	0.00704297668491848
EC:2.2.1.7	0.007024974184383975
EC:3.1.3.5	0.006935793862382389
EC:4.2.1.1	0.006911689457090345
EC:6.3.1.19	0.0067946708217958
RHEA:51296	0.006737927319867945
EC:4.2.1.130	0.006732899761746138
EC:3.1.3.71	0.006724111740146298
EC:2.7.7.24	0.006709739834018993
EC:4.2.1.113	0.006668688700864257
EC:3.4.25.1	0.006573145010434133
EC:3.2.2.31	0.006549796907610166
RHEA:15393	0.006516438346324233
EC:7.1.1.-	0.006457617605649241
EC:6.3.4.20	0.00645497368786567
EC:4.1.2.43	0.006428347568262772
EC:3.4.11.10	0.006417963149396312
EC:2.7.1.21	0.006388225930944496
RHEA:16573	0.0063749128197304345
EC:1.8.1.4	0.006332552290054342
RHEA:14717	0.006323984586225631
RHEA:19889	0.006307890706925506
EC:6.4.1.1	0.006263006657349909
RHEA:24388	0.006248963304896189
EC:4.2.1.99	0.006212741070432738
RHEA:13433	0.00619987291142731
RHEA:18189	0.006197236630196272
EC:2.1.1.242	0.006186362788948795
EC:2.1.2.1	0.0061751130686452625
RHEA:21588	0.006125731571337673
RHEA:26289	0.006124428449832624
EC:4.2.1.136	0.006099750389819505
