Feature	MeanAbsSHAPValue
EC:1.11.1.6	0.11992282276891085
RHEA:54288	0.08727101161974224
RHEA:11828	0.07859478271713431
EC:3.1.4.58	0.0776606287877212
RHEA:64224	0.06398570953640223
RHEA:16497	0.06141868136051835
EC:3.1.12.1	0.05458721727956898
EC:2.3.1.286	0.052110821879031474
EC:4.1.1.50	0.05134049499828859
EC:2.7.1.-	0.04775793314808215
RHEA:20309	0.04580039708312205
EC:2.4.1.25	0.04395288170326406
EC:2.1.1.37	0.0427502054908011
RHEA:13245	0.042334168999366116
EC:1.8.4.12	0.04170588046281171
RHEA:19989	0.04123209077553734
EC:2.1.1.63	0.04086187374751189
EC:5.1.99.6	0.03856315168649018
RHEA:12721	0.03788532935371307
EC:2.1.1.181	0.03756812612202183
EC:2.7.7.49	0.03742870861185242
EC:2.5.1.16	0.03616490761247795
EC:4.2.-.-	0.03243542925146714
RHEA:12104	0.02863222917493731
RHEA:18181	0.024482815509628043
RHEA:15149	0.0243915967429818
RHEA:16777	0.024243280007616476
EC:1.5.1.3	0.024130893647638395
RHEA:42292	0.023713056205419573
EC:2.5.1.129	0.021034993918816622
RHEA:23236	0.020765771083029738
RHEA:76255	0.020619742224360336
RHEA:27754	0.020423785427287268
EC:4.1.3.17	0.02041584295172699
RHEA:21264	0.019365460577144233
EC:3.1.3.7	0.019255645175716696
RHEA:16441	0.019251807757756315
RHEA:28490	0.018757072781874353
RHEA:24164	0.018658655754806203
RHEA:20401	0.01787459465373754
RHEA:62372	0.017661296607083952
EC:3.1.1.31	0.01763492772302064
RHEA:10748	0.01737661589017189
RHEA:24252	0.017294274727464688
RHEA:20077	0.016986717914417655
RHEA:16913	0.016726660728811904
RHEA:23856	0.016571919720245434
EC:6.3.1.20	0.016380373693593107
RHEA:14329	0.016272540744176753
RHEA:32155	0.01613450560767605
EC:5.4.99.9	0.0160731341926319
RHEA:18337	0.016046837457192462
EC:5.3.1.23	0.015596939652217237
RHEA:54292	0.01555645975432368
RHEA:19433	0.015500929974222194
RHEA:16233	0.015459795656439517
EC:3.6.1.55	0.015350697411664596
EC:1.6.5.2	0.015340565846637958
EC:2.1.1.45	0.015008688520649559
EC:3.1.3.11	0.014992443786132943
RHEA:16601	0.014825618391867298
EC:2.1.1.14	0.014702239390673614
RHEA:27978	0.014624873609907295
EC:1.13.11.2	0.014211315555164309
RHEA:23996	0.01410541753184582
RHEA:14513	0.014097231554840144
EC:4.1.1.5	0.014077837856033846
EC:3.6.1.11	0.014057992036096228
RHEA:14217	0.013945446100290426
EC:4.2.1.99	0.013923342005138168
EC:4.2.1.70	0.013844010545279038
EC:4.1.1.96	0.013753507559683135
EC:3.1.1.61	0.013566279663583201
EC:3.1.3.71	0.013187390202267326
EC:3.1.3.25	0.013148804911305979
EC:1.1.1.399	0.01311939215729343
RHEA:32215	0.013046578806450718
EC:1.9.3.1	0.012921358505040628
RHEA:16873	0.012618919788741158
RHEA:53744	0.012509939100616931
RHEA:18073	0.012460274050592574
RHEA:14961	0.012400429496306646
RHEA:30275	0.012176595406648548
EC:2.8.1.4	0.012106350418749164
EC:3.5.2.6	0.012036411805403175
EC:2.4.2.12	0.011939105682559382
EC:2.7.1.50	0.011759833141887305
