Feature	MeanAbsSHAPValue
EC:1.11.1.6	0.11395835754011903
EC:2.4.1.25	0.09234082769596857
EC:2.7.1.-	0.08254314637329763
EC:2.3.1.286	0.07235785769048773
EC:1.8.4.12	0.07205295477724956
EC:3.1.12.1	0.061167822655955426
RHEA:11828	0.05433861070319136
EC:4.2.-.-	0.05070459412395456
RHEA:32159	0.049674745584995975
EC:2.7.4.1	0.04549157050091981
EC:4.1.1.50	0.04388138050369238
RHEA:19989	0.04280450136555751
EC:2.1.1.63	0.04222610786451123
RHEA:24164	0.040689243366725504
RHEA:19573	0.037824063460199446
RHEA:20309	0.03775595268818819
EC:2.5.1.16	0.03675556820453628
EC:2.1.1.45	0.035913722296667144
RHEA:15981	0.03377351144213567
EC:5.1.99.6	0.03333758740807118
RHEA:12104	0.03259651340906891
RHEA:64224	0.032532490116744715
RHEA:11920	0.03144841212236434
RHEA:32155	0.030021540813290788
EC:2.8.1.4	0.028767977059217298
EC:4.2.1.46	0.028743407666882933
RHEA:14217	0.028079712215917246
EC:2.7.1.35	0.027299588790852057
RHEA:15413	0.026980951593314217
EC:2.1.1.14	0.026075751829054007
EC:2.3.1.30	0.026054452646622178
EC:3.6.1.22	0.02524808043298093
RHEA:23820	0.024243977361351778
EC:2.5.1.129	0.023451951141332188
RHEA:43636	0.022689353550060957
RHEA:46160	0.02264284002159777
RHEA:76159	0.02149363439274116
RHEA:16777	0.02102671017554136
EC:3.4.21.-	0.0209461082641354
EC:2.7.1.50	0.020943302152518523
RHEA:18617	0.020538329264468896
RHEA:13245	0.0202750742572171
RHEA:23236	0.01992505430756981
RHEA:21196	0.019782222069124576
EC:5.6.2.-	0.019480390547839642
EC:2.7.7.49	0.019304722844654384
EC:1.5.1.3	0.019213156796472706
RHEA:54288	0.018532349692750947
EC:2.1.1.37	0.018491780858502543
RHEA:42292	0.018395866446244875
RHEA:68076	0.01829680745816274
RHEA:28386	0.017961879650960747
RHEA:13285	0.017936759076512994
RHEA:12721	0.017483808059498566
EC:3.6.4.13	0.016941521285303972
EC:3.1.1.31	0.016767048213107975
RHEA:54292	0.01659078092109592
RHEA:23176	0.016571116403511617
RHEA:22432	0.01615433389059407
EC:2.7.2.1	0.016116377513989154
RHEA:43084	0.015940476523903176
EC:2.7.8.-	0.015890424234535922
EC:6.3.1.20	0.015746113222289537
EC:5.4.2.11	0.015559800971461727
RHEA:20221	0.015305458539412654
RHEA:53744	0.015290706580797616
EC:3.1.3.11	0.014949364928780165
EC:3.4.19.13	0.014914223176845726
RHEA:43436	0.014799630852397478
EC:6.2.1.3	0.014763872553333127
RHEA:17017	0.014652868325957583
EC:3.6.1.55	0.014545902645412978
RHEA:21796	0.014524142009192482
RHEA:55204	0.014318012840426681
RHEA:60876	0.013916947981155442
RHEA:10336	0.013874756975476202
EC:3.2.1.23	0.013874195174443495
RHEA:23864	0.013590362132103309
RHEA:30275	0.01353468044013961
RHEA:16601	0.013453032373735447
EC:3.2.1.-	0.012986198949288609
RHEA:43152	0.012661559188010625
RHEA:31575	0.012618626726698733
EC:5.3.1.23	0.012603964123738248
EC:4.2.1.113	0.01253197588191704
RHEA:19129	0.012405312155083595
RHEA:28406	0.012326787328926647
RHEA:28490	0.01226158977916042
EC:3.1.21.7	0.012053600965040776
EC:3.1.4.58	0.011994995109995452
RHEA:10736	0.0117735958597618
EC:3.2.1.4	0.0115384490813585
RHEA:19993	0.011527472921445365
EC:7.1.1.9	0.011410725295569355
EC:1.6.5.2	0.011347426011452508
RHEA:12556	0.011258270518276006
EC:4.2.1.3	0.010975218385248654
EC:3.5.1.25	0.01096470824467079
RHEA:14109	0.010808275681433112
EC:7.2.2.6	0.010753096969678846
RHEA:19169	0.010687690774826083
RHEA:26333	0.010511061838407281
EC:1.9.3.1	0.010481516416278898
RHEA:10684	0.010249553980356707
RHEA:20077	0.010210244793479225
RHEA:19497	0.010170435528921601
EC:1.2.7.5	0.010099144171448403
EC:4.1.3.17	0.010090744331003728
EC:6.1.1.18	0.010087552930647508
EC:3.2.2.n1	0.01008369838670386
RHEA:53340	0.01004145838316218
EC:3.1.1.61	0.01002733856607742
RHEA:10300	0.010025539788394666
EC:3.1.3.25	0.009957792753848478
EC:2.1.2.1	0.009955284624170039
EC:3.5.2.6	0.00986017582922999
RHEA:16233	0.009855992764663354
RHEA:24292	0.00978390048310485
EC:3.4.25.1	0.009733508821903497
RHEA:36431	0.0097286647155718
RHEA:20956	0.00966830690544727
RHEA:44132	0.009665410449090583
RHEA:19513	0.009642008092348572
EC:3.5.1.10	0.00951444754690852
RHEA:42720	0.009474181889744282
EC:6.5.1.1	0.00941525254812357
RHEA:16037	0.009415063124164048
RHEA:23624	0.009413870712200638
EC:3.6.1.11	0.0093935317751109
EC:2.7.7.24	0.009306041730111554
RHEA:51224	0.009272709202369911
EC:3.2.2.21	0.009180698461506903
